statename,unique_id,reporter,address,city,state,zip_code,county,avert_region,lat,lon,first_permit_issue_year,latest_permit_issue_year,data_center_construct_year,new_permit_or_existing_update,number_of_buildings,company,brand,brand_source_url,private_equity_or_asset_manager,private_equity_or_asset_manager_source,generator_type,of_tier_2,of_tier_3,of_tier_4,vocs_tpy,nox_tpy,co_tpy,sox_tpy,pm_tpy,pm2_5_tpy,pm10_tpy,co2e_tpy,rate_capacity_original,total_generator_rate_capacity_kw,estimate_power_consumption_in_kw_hr_calculated_30,estimate_power_consumption_in_kw_hr_calculated_50,estimate_power_consumption_in_kw_hr_calculated_60,size_category_at_30,size_category_at_50_capacity_large_vs_small,size_category_at_50_capacity,size_category_at_60,reporter_notes,page,size_capacity_over_100_mw,records_link,water_stress,water_requested,daily_water_consumption_gallons,annual_water_consumption_gallons,water_notes,water_record_link,number_of_epa_enforcements,total_penalties_assessed,primary_law,case_status_desc,major_basin_name,minor_basin_name,aquifer_name,us_environmental_justice_concern,state_environmental_justice_concern,total_population_within_1_mile_of_site,us_percentile_for_ej_index_for_particulate_matter,us_percentile_for_ej_index_for_ozone,us_percentile_for_ej_index_for_nitrogen_dioxide_no2,us_percentile_for_ej_index_for_diesel_particulate_matter,us_percentile_for_ej_index_for_toxic_releases_to_air,us_percentile_for_ej_index_for_traffic_proximity_and_volume,us_percentile_for_ej_index_for_lead_paint_indicator,us_percentile_for_ej_index_for_superfund_proximity,us_percentile_for_ej_index_for_rmp_proximity,us_percentile_for_ej_index_for_hazardous_waste_proximity,us_percentile_for_ej_index_for_underground_storage_tanks_ust_indicator,us_percentile_for_ej_index_for_wastewater_discharge_indicator,us_percentile_for_ej_index_for_drinking_water_non_compliance,state_percentile_for_ej_index_for_particulate_matter,state_percentile_for_ej_index_for_ozone,state_percentile_for_ej_index_for_nitrogen_dioxide_no2,state_percentile_for_ej_index_for_diesel_particulate_matter,state_percentile_for_ej_index_for_toxic_releases_to_air,state_percentile_for_ej_index_for_traffic_proximity_and_volume,state_percentile_for_ej_index_for_lead_paint_indicator,state_percentile_for_ej_index_for_superfund_proximity,state_percentile_for_ej_index_for_rmp_proximity,state_percentile_for_ej_index_for_hazardous_waste_proximity,state_percentile_for_ej_index_for_underground_storage_tanks_ust_indicator,state_percentile_for_ej_index_for_wastewater_discharge_indicator,state_percentile_for_ej_index_for_drinking_water_non_compliance,population_within_1_mile_radius_10_000,population_within_1_mile_radius_5_000,estimated_at_2n,estimated_at_n_1,estimated_at_2n_in_twh,estimated_at_n_1_in_twh,estimated_data_center_electricity_use_in_terrawatt_hours_a_year_at_50_capacity,estimated_data_center_electricity_use_in_megawatt_hours_at_50_capacity,,large_facilites,facilities_note
Illinois,589,Yuheng,"400 19th Street, Moline, Rock Island County",Moline,IL,61265,Rock Island,Mid-Atlantic,41.50915617,-90.51097439,2016,2018,,Existing update,,Deere & Company,Deere & Company,John Deere named in permit; 2016 Data Center Frontier article,,,,,,,8.38,59.34,73.53,0.05,3.49,,,,,7350,2205,3675,"4,410",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"three (3)@ 3,285 engine HP (2,450 engine kW) Diesel- Powered Non-Emergency Generator Sets (Gen 1 Gen 3)",,,161045AJE.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Copperas / Duck,-,no,no,7444.0,73,70,75,68,77,77,83,0,69,74,79,86,0,46,22,63,55,51,74,78,0,51,68,68,81,0,"fewer than 10,000","More than 5,000",1837.5,2940,0.016,0.026,0.03,3.68,2388.75,not a hyperscaler,
Illinois,598,Yuheng,"1425 N Dement Rd, Rochelle, IL 61068",Rochelle,IL,61068,Ogle,Mid-Atlantic,41.94458385,-89.03293533,2009,2018,,Existing update,,AllState Data Center,AllState,AllState 2015 doc; random promo doc; 2016 Data Center Frontier article,,,,,,,5.37,38.0,47.08,1.14,2.23,,,,,7500,2250,3750,"4,500",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"three (3) 2,500 kW (3,750 HP) diesel emergency generators",,,141050ABT (1).pdf,High (40-80%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Lower Rock,Cambro-Ordovician Aquifer System,no,yes,8.0,62,65,52,52,56,35,54,0,67,45,63,58,82,55,40,39,40,34,29,42,0,60,37,49,26,92,"fewer than 10,000","fewer than 5,000",1875,3000,0.016,0.026,0.03,3.75,2437.5,not a hyperscaler,
Montana,671,Hannah,Eagle 4-9 CTB,,MT,-,Richland,Central,47.952861,-104.108639,2020,2020,,New,,Crusoe Energy Systems Inc.,Crusoe Energy,in the name itself,,,Waukesha,,,,0.53,7.97,15.93,5.97,3.65,3.65,3.65,,"10,000 bhp",7457,2237,3729,"4,474",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,,,,5243_2020_03_26__APP.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Charlie / Little Muddy,Northern Great Plains / Interior Plains Aquifer,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"fewer than 10,000",,1864.25,2982.8,0.016,0.026,0.03,3.73,2423.53,not a hyperscaler,
Oklahoma,815,Narimes,"4121 Perimeter Center Pl, Oklahoma City OK 73112",Oklahoma City,OK,73112,Oklahoma,Central,35.51423399,-97.59613664,2022,2022,,New,,Tierpoint,TierPoint,https://www.tierpoint.com/data-centers/oklahoma/oklahoma-city/,,,Cummins,,,,-,,,-,,,,,9870 HP,7360,2208,3680,"4,416",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"five Cummins generators; three rated at 1490 HP, two rated at 2700 HP",5,,8398741 - Permits - PERMAPPCORR - Permit Application Support Documents - Permit 2022-0496-O_Redacted.pdf,Medium - High (20-40%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Deep Fork,-,no,no,10650.0,85,74,84,80,47,77,73,0,77,67,79,26,0,88,87,86,86,60,86,72,0,76,81,82,16,0,"More than 10,000","More than 5,000",1840,2944,0.016,0.026,0.03,3.68,2392,not a hyperscaler,
Pennsylvania,856,Yuheng,"2561 Bernville Rd, Bernville, PA 19506",Bernville,PA,19506,Berks,Mid-Atlantic,40.381212,-75.958933,2023,2023,,New,,Direct LTx,Directlink Technologies,https://www.directltx.com/,,,Onan & Caterpillar,,,,5,5.0,20.0,8,,,3.0,,,7530,2259,3765,"4,518",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"- One (1) 80 kW Emergency Lighting Generator: Onan - Model ODGDA-L - One (1) 200 kW Emergency Lighting Generator: Caterpillar - Model 3306B - One (1) 1250 kW Emergency Power Generator: Caterpillar - Model 3512 Three (3) 2,000 kW Caterpillar - Model DM3110 generators",,,1435874[06-03095]_Issued_v1.pdf,Medium - High (20-40%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Schuylkill,-,no,no,3645.0,50,39,40,48,60,46,46,67,62,51,37,52,0,69,48,59,59,71,60,40,66,71,63,40,58,0,"fewer than 10,000","fewer than 5,000",1882.5,3012,0.016,0.026,0.03,3.77,2447.25,not a hyperscaler,
Virginia,990,Yuheng,"11751 Meadowville Ln, Chester, VA 23836",Chester,VA,23836,Chesterfield,Mid-Atlantic,37.36084253,-77.33173303,2007,2007,,New,,"Corporate Office Properties, LP",COPT Defense Properties,https://www.businesswire.com/news/home/20230905340963/en/Corporate-Office-Properties-Trust-Rebrands-to-COPT-Defense-Properties,,,,,,,0.75,20.5,4.5,3.13,,,0.51,,,7500,2250,3750,"4,500",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,3@ 2500 kw emergency generators,,,Air New Source Review Permit-qc_64638613.pdf 52173_DC_Permit_2007.pdf,Medium - High (20-40%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Middle James / Willis,Gulf Coastal Plains Aquifer System,no,no,2237.0,24,13,17,43,72,40,21,67,65,60,48,62,0,58,50,27,45,77,43,26,72,77,74,44,65,0,"fewer than 10,000","fewer than 5,000",1875,3000,0.016,0.026,0.03,3.75,2437.5,not a hyperscaler,
Virginia,1095,Yuheng,"800 Independence Boulevard, Virginia Beach, VA 23455",Virginia Beach,VA,23455,Virginia Beach,Mid-Atlantic,36.86784056,-76.13159833,2013,2015,,Existing update,,Sentara Healthcare,Sentara Healthcare,in permit,,,Caterpillar,,,,1.1,35.2,8.1,-,1.0,1.0,1.0,,,7493,2248,3746,"4,496",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"2@Caterpillar Model 3516C 2MW diesel-powered emergency generator, 2,000 kWe 2937 BHP engine; 2@ Caterpillar Model 3412 diesel-powered emergency generator, 750kWe 1180 BHP engine; Three (3) - Hydrotherm Model KN16 natural gas-fired boilers 1.6 MMBtu/hr (each); One (1) Natural gas-fired Lochinvar Model PFN 2000PM water heater 2.0MMBtu/hr",,,60353 - Permit - 20150807_43821281.pdf,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,"Gulf of Mexico, North Atlantic Coast",Albemarle,Gulf Coastal Plains Aquifer System,no,no,11285.0,18,36,50,55,41,60,48,73,0,45,65,37,0,38,71,61,61,62,68,56,79,0,56,68,42,0,"More than 10,000","More than 5,000",1873.22,2997.15,0.016,0.026,0.03,3.75,2435.19,not a hyperscaler,
California,1146,Narimes,"5775 Kearny Villa Rd, San Diego CA 92123",San Diego,CA,92123,San Diego,California,32.83837587,-117.133169,2011,2022,,Existing update,,ScaleMatrix,ScaleMatrix,https://www.scalematrix.com/press/scalematrix-acquires-Instant-Data-Centers-and-Elliptical-Mobile-Solutions,,,MTU Diesel,,,,-,,,-,,,,,10059 BHP,7501,2250,3750,"4,501",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,3@3353 BHP,,,Permits,Extremely High (>80%),denied,-,-,-,-,-,-,-,-,California,San Diego,-,no,no,4019.0,79,79,63,72,29,78,37,0,73,79,0,68,0,48,46,38,45,34,68,28,0,58,69,0,46,0,"fewer than 10,000","fewer than 5,000",1875.25,3000.4,0.016,0.026,0.03,3.75,2437.82,not a hyperscaler,
Michigan,1230,Narimes,"885 W Entrance Dr, Auburn Hills MI 48326",Auburn Hills,MI,48326,Bay,Midwest,42.65304521,-83.21724263,2011,2011,,Existing update,,Hewlett-Packard Enterprise,DXC Technology,HP Enterprise = DXC Technology,,,Detroit Diesel,,,,1.21,7.01,10.65,0.01,,,0.5,659.0,,7235,2171,3618,"4,341",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"four emergency generator engines rated at 1,745kW, 1,745kW, 1,745kW, and 2,000kW",,,11-11.pdf,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,St Lawrence,Clinton,-,no,no,2349.0,61,72,71,52,62,60,35,65,59,62,67,41,74,73,78,78,70,66,72,29,73,69,68,65,59,84,"fewer than 10,000","fewer than 5,000",1808.75,2894,0.016,0.025,0.03,3.62,2351.38,not a hyperscaler,
Michigan,1232,Narimes,"585 S Blvd E, Pontiac MI 48341",Pontiac,MI,48341,Oakland,Midwest,42.62112409,-83.2655753,2018,2018,,New,,United Shore Financial Services,United Shore Financial Services,email in permit says @uwm.com,,,Cummins,,,,-,26.8,14.5,0.02,0.84,0.78,0.8,,,7532,2260,3766,"4,519",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,two emergency generator engines rated at 3766kW,8,,89-18.pdf,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,St Lawrence,Clinton,-,yes,yes,6945.0,91,97,97,82,91,88,93,0,92,92,97,63,0,91,96,98,93,88,91,89,0,94,93,96,80,0,"fewer than 10,000","More than 5,000",1883,3012.8,0.016,0.026,0.03,3.77,2447.9,not a hyperscaler,
Ohio,1246,Narimes,"8180 Green Meadows Dr N, Lewis Center, OH 43035",Lewis Center,OH,43035,Delaware,Mid-Atlantic,40.16904626,-83.01080306,2007,2007,,New,,8180 Green Meadows Drive LLC,Centersquare,https://centersquaredc.com/data-centers/columbus#lewiscenter-cmh1,,,,,,,-,,,-,,,,,,7500,2250,3750,"4,500",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,2000 + 1750 + 1750 + 2000 - NP found on permit by rule portal - no permit available to download,,,,Medium - High (20-40%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Upper Scioto,-,no,no,9153.0,39,50,47,52,56,45,15,0,40,39,37,45,0,47,44,50,62,44,58,4,0,37,46,38,39,0,"fewer than 10,000","More than 5,000",1875,3000,0.016,0.026,0.03,3.75,2437.5,not a hyperscaler,
Washington,1387,Narimes,"4405 Grant Rd, Bldg B, East Wenatchee, WA 98802",East Wenatchee,WA,98802,Douglas,Northwest,47.40750964,-120.1873786,2009,2014,,Existing update,,Costco Wholesale,Sabey Data Centers,https://sabeydatacenters.com/locations/east-wenatchee-data-center,,,,,,,0.13,2.83,1.62,0.00298,0.0924,0.0924,0.0924,,,7500,2250,3750,"4,500",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,Three 2.5kW generators - part of company backstop,,,"NOC 10AQ-C152 2R, issued 8-27-14.pdf",Low (<10%),-,-,-,-,-,-,-,-,-,Columbia and Northwestern United States,Upper Columbia / Entiat,-,no,yes,322.0,67,2,39,7,2,34,35,0,70,37,44,12,83,70,22,51,8,2,32,44,0,79,30,40,31,92,"fewer than 10,000","fewer than 5,000",1875,3000,0.016,0.026,0.03,3.75,2437.5,not a hyperscaler,
Washington,1389,Narimes,"4405 Grant Rd, Bldg D, East Wenatchee, WA 98802",East Wenatchee,WA,98802,Douglas,Northwest,47.40750964,-120.1873786,2010,2010,,New,,Black Rock Inc,BlackRock,global investment company: https://www.blackrock.com/us/individual,,,,,,,0.13,2.83,1.62,0.00298,0.0924,0.0924,0.0924,,,7500,2250,3750,"4,500",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,Three 2.5kW generators - part of company backstop,,,"NOC 10AQ-C153, issued 11-10-10.pdf",Low (<10%),-,-,-,-,-,-,-,-,-,Columbia and Northwestern United States,Upper Columbia / Entiat,-,no,yes,322.0,67,2,39,7,2,34,35,0,70,37,44,12,83,70,22,51,8,2,32,44,0,79,30,40,31,92,"fewer than 10,000","fewer than 5,000",1875,3000,0.016,0.026,0.03,3.75,2437.5,not a hyperscaler,
California,101,Narimes,"200 N Nash St, El Segundo CA 90245",El Segundo,CA,90245,Los Angeles,California,33.91788375,-118.3862671,2024,2024,,New,,Phoenix Data Center Leasehold LLC,Digital Realty,https://www.digitalrealty.com/data-centers/americas/los-angeles/lax11,Digital Core REIT (Digital Realty),https://www.datacenterdynamics.com/en/news/digital-realty-ties-refinancing-to-sustainability-targets-files-prospectus-for-singapore-reit-ipo/; https://www.digitalcorereit.com/portfolio/market-overview/los-angeles-details/default.aspx,Caterpillar,,,,-,,,-,,,,,9005 BHP,6715,2015,3358,"4,029",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,1801*5. 5 engines total - logged as part of backstop,,,202070 - 200 N Nash St,Extremely High (>80%),denied,-,-,-,-,-,-,-,-,California,Los Angeles,-,no,no,7811.0,73,73,71,73,69,72,65,63,73,74,0,57,0,48,38,63,61,65,61,53,47,60,65,0,36,0,"fewer than 10,000","More than 5,000",1678.75,2686,0.015,0.024,0.03,3.36,2182.38,not a hyperscaler,
California,150,Narimes,"101 Bodin Cir, Travis Air Force Base, Fairfield CA 94535",Fairfield,CA,94535,Solano,California,38.26998504,-121.9622599,2016,2016,,New,,David Grant Medical Center,David Grant Medical Center,US Air Force's medical center: https://travis.tricare.mil/,,,Cummins,,,,0.93,21.257,4.952,0.076,0.456,0.456,0.456,,8940 HP,6667,2000,3333,"4,000",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,six cummins generators at 1490 HP each,rows 1948-1953,,ICE Data 3-5-2024 (list of all backup generators from Bay ARea AQMD).xlsx ; 101 Bodin Cir Emissions.png,Medium - High (20-40%),-,-,-,-,-,-,-,-,-,California,Suisun Bay,California Central Valley Aquifer System,yes,yes,2994.0,96,86,47,68,78,82,18,96,89,89,0,85,0,70,40,12,29,79,43,16,96,80,47,0,65,0,"fewer than 10,000","fewer than 5,000",1666.64,2666.62,0.015,0.023,0.03,3.33,2166.63,not a hyperscaler,
California,366,Yuheng,"301 Mentor Dr, Santa Barbara, CA 93111",Santa Barbara,CA,93111,Santa Barbara,California,34.43296141,-119.8130637,2024,2024,,Existing update,,"Google, LLC.",Google,in the name itself,,,Caterpillar,,,,-,0.1,0.1,0,0.0,,0.003,,,6846,2054,3423,"4,107",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,Existing: Two emergency standby generators with maximum rated BHP of 1474 for each; Newly proposed: eight (8) Caterpillar Model C18 Tier IV Certified E/S Diesel Generators rated at 779 bhp each.,,,ATC-PTO 16106 - ATC Incompleteness - 6-22-2023.pdf ATC-PTO 15225 Final.pdf,Extremely High (>80%),denied,-,-,-,-,-,-,-,-,California,Santa Barbara Coastal,-,no,no,14111.0,60,57,69,61,3,71,61,0,0,77,0,0,0,3,20,48,28,2,37,48,0,0,40,0,0,0,"More than 10,000","More than 5,000",1711.38,2738.21,0.015,0.024,0.03,3.42,2224.8,not a hyperscaler,
Maryland,632,Narimes,"6050 Race Rd, Elkridge MD 21075",Elkridge,MD,21075,Howard,New England,39.20362168,-76.71250278,2003,2003,,New,,Sprint Communications,Cogent,see Cogent list; Data Center Dynamics article,,,Cummins,,,,-,,,-,,,,,,6750,2025,3375,"4,050",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"two (2) Cummins Model KTTA50-G2 diesel-fired emergency standby generators rated at 1500 kW, one (1) Cummins Onan 682 FDR, diesel-fired emergency generator rated at 750 kW, one (1) Cummins Onan, Model 1500 DF MB, diesel fired emergency generator rated at 1500 kW and one 220 horsepower Cummins DQGAB model rated 1500kW. - logged as part of backstop",,,027-0488 Sprint Communications.pdf,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Gunpowder / Patapsco,Gulf Coastal Plains Aquifer System,no,no,5164.0,19,53,39,59,57,58,44,66,55,60,57,53,0,38,62,39,55,67,56,46,54,56,54,54,44,0,"fewer than 10,000","More than 5,000",1687.5,2700,0.015,0.024,0.03,3.38,2193.75,not a hyperscaler,
New York,783,Yuheng,"7 Teleport Dr, Staten Island, NY 10311",Staten Island,NY,10311,Richmond,New York,40.60696671,-74.17539506,2010,2010,,New,,Telehouse International Corporation Of America,Telehouse America,Internet / data center services provider https://www.bloomberg.com/profile/company/0223415D:US,,,Cummins,,,,-,,,-,,,,,,7000,2100,3500,"4,200",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,This facility contains four 1000 kw Cummins diesel generators and two 1500 kw Cummins diesel generators,,,2640300209_AFR.pdf,Extremely High (>80%),denied,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Sandy Hook / Staten Island,-,no,no,15577.0,49,64,58,72,64,71,38,78,73,72,67,73,87,63,48,47,56,71,58,16,64,81,60,55,66,64,"More than 10,000","More than 5,000",1750,2800,0.015,0.025,0.03,3.5,2275,not a hyperscaler,
Oklahoma,809,Yuheng,"4442 Newcastle Rd, Oklahoma City, OK 73119",Oklahoma City,OK,73119,Oklahoma,Central,35.42717048,-97.596,2009,2009,,New,,"Edge X Data Centers, LLC",Tonaquint Data Centers,https://www.datacenterdynamics.com/en/news/tonaquint-acquires-edgex-data-center-in-oklahoma/,,,MTU,,,,-,26.1,1.0,-,,,0.3,,,6840,2052,3420,"4,104",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,3 generators in total; G1: 3058-hp MTU Detroit Diesel 16V4000G43 Emergency Generator G2: 3058-hp MTU Detroit Diesel 16V4000G43 Emergency Generator G3: 3058-hp MTU Detroit Diesel 16V4000G43 Emergency Generator; 2280 kw/h for each,,,8258980 - Permits - APP - - Permit 2009-219-NOI.tif 8424578 - Permits - MCC - - Permit 2009-219-O.tif,Medium - High (20-40%),-,-,-,-,-,-,-,-,-,Mississippi - Missouri,Lower North Canadian,-,yes,yes,4647.0,94,84,94,88,63,89,93,0,92,86,88,38,0,96,92,95,94,80,95,95,0,94,94,91,35,0,"fewer than 10,000","fewer than 5,000",1710,2736,0.015,0.024,0.03,3.42,2223,not a hyperscaler,
Pennsylvania,864,Yuheng,"2000 Kubach Rd, Philadelphia, PA 19116",Philadelphia,PA,19116,Philadelphia,Mid-Atlantic,40.11650321,-75.00083911,2021,2021,,New,,Vanguard Group Inc/Philadelphia,The Vanguard Group,,Mapletree Industrial Trust,Mapletree portfolio; reporting,Detroit Diesel,,,,5,25.0,20.0,8,,,3.0,,9360 HP,6979,2094,3490,"4,187",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,Four emergency generators rated at 2340 HP each,,,KubachRoadOP20-00003102010 Vanguard Kubach OP20-000021.pdf,Medium - High (20-40%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Crosswicks / Neshaminy,-,no,no,9536.0,47,60,46,61,47,59,43,72,57,54,60,50,0,54,78,66,75,32,71,30,74,65,66,65,42,0,"fewer than 10,000","More than 5,000",1744.75,2791.6,0.015,0.024,0.03,3.49,2268.18,not a hyperscaler,
Virginia,1045,Yuheng,"1764A Old Meadow Ln, McLean, VA 22102",Mclean,VA,22102,Fairfax,Mid-Atlantic,38.92034007,-77.21372057,2009,2019,,Existing update,,"Zayo Group, LLC",DataBank,https://www.databank.com/data-centers/northern-virginia/mclean/,Mapletree Industrial Trust,https://www.mapletreeindustrialtrust.com/Asset-Portfolio/Property.aspx?currentProperty=/All-Properties/MIT/USA/1764A%20Old%20Meadow%20Lane%20McLean,Cummins,,,,-,31.77,7.41,-,,1.14,1.14,,,6750,2025,3375,"4,050",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"Three (3) Cummins model DQKAN DCC emergency diesel engine gen-sets with engine model QSK60-G#(TBD) (manufactured 2018) 3,202 bhp 2,250 ekW (each unit);",,,73717 - Permit - 20190529_49387180.pdf,Low (<10%),-,-,-,-,-,-,-,-,-,"United States, North Atlantic Coast",Middle Potomac / Catoctin,Gulf Coastal Plains Aquifer System,no,no,17759.0,35,52,68,69,27,71,42,0,0,55,68,76,0,82,85,80,80,46,80,51,0,0,71,72,82,0,"More than 10,000","More than 5,000",1687.5,2700,0.015,0.024,0.03,3.38,2193.75,not a hyperscaler,
Massachusetts,1373,Narimes,"34 St Martin Dr, Marlborough MA 01772",Marlborough,MA,1772,Middlesex,New England,42.31329004,-71.57890371,2015,2015,,New,,TierPoint,TierPoint,in the name itself,,,Cummins,,,,-,,,-,,,,,,6750,2025,3375,"4,050",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,three 1500kW generators; one 2250kW generator,,,2015-06-01_TierPoint_ERP_Marlborough.pdf,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,Atlantic Ocean Seaboard,Merrimack / Concord,-,no,no,1282.0,24,30,42,45,65,64,34,70,49,67,57,50,0,79,47,46,53,62,48,18,73,61,64,56,67,0,"fewer than 10,000","fewer than 5,000",1687.5,2700,0.015,0.024,0.03,3.38,2193.75,not a hyperscaler,
Arizona,49,Narimes,"240 N Roosevelt Ave, Chandler AZ 85226",Chandler,AZ,85226,Maricopa,Southwest,33.30620744,-111.9523808,2010,2019,,Existing update,,Fiserv,Fiserv,in the name itself,,,Caterpilar,,,,0.85,31.4,3.04,,,0.41,0.42,,8811 HP,6570,1971,3285,"3,942",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,three emergency generators rated at 2937 HP each,5,,Fiserv.pdf ; F002757 - 100020 - 8_22_2019 - PERMITTING - PERMIT SUPPORT DOCS - - - TSD - FINAL TSD.pdf,Extremely High (>80%),received,-,-,"agency said figures are measured in units of 1,000.",2024-11-27 to R. Ho att materials.pdf,-,-,-,-,"North America, Colorado",Middle Gila,-,no,no,7113.0,64,71,65,65,57,65,15,69,61,68,57,0,0,68,44,61,57,61,63,48,70,64,71,55,0,0,"fewer than 10,000","More than 5,000",1642.5,2628,0.014,0.023,0.03,3.29,2135.25,not a hyperscaler,
California,76,Narimes,"1960 Chicago Ave Bldg E, Riverside CA 92507",Riverside,CA,92507,Riverside,California,33.99340252,-117.3469122,2002,2002,,New,,"SwiftComm, Inc",Acorn Technology,"SwiftComm, Inc filed for bankruptcy. A boolean search for '1960 Chicago Ave' AND data center ID'd current ownership as Acorn Technology, a 'data center and cloud services' company: https://cu-technology.com/cloud/",,,Cummins,,,,-,,,-,,,,,8636 BHP,6440,1932,3220,"3,864",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,"(2002) internal combustion engine, Cummins, 16 cylinders turbocharged, aftercooled model no. QSK60-G6 (2180kW), 2922 BHP, diesel fueled driving an emergency electrical generator x 3, and another one rated at 95 BHP - logged as part of backstop",,,ENG_-_Permits_-_09-27-2002_-_Fac_ID__132325_-_Appl#_407028_-_Permit#_F55214_-_Name__SWIFTCOMM__INC..pdf,Extremely High (>80%),denied,-,-,-,-,-,-,-,-,California,Santa Ana,-,yes,yes,12756.0,95,96,92,95,81,95,78,94,93,94,0,96,0,80,96,91,92,81,91,68,90,88,76,0,96,0,"More than 10,000","More than 5,000",1609.97,2575.94,0.014,0.023,0.03,3.22,2092.95,not a hyperscaler,
California,147,Narimes,"5000 Hollis St, Emeryville CA 95608",Emeryville,CA,95608,Alameda,California,37.83571012,-122.2868655,2002,2002,,New,,Level 3 Communications Inc,Lumen Technologies,https://news.lumen.com/CenturyLink-to-acquire-Level-3-Communications,,,Caterpillar,,,,0.171,2.436,0.53,0.001,0.033,0.033,0.033,,8628 HP,6434,1930,3217,"3,860",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,three caterpillar generators at 2876 HP each,rows 1963-1965,,ICE Data 3-5-2024 (list of all backup generators from Bay ARea AQMD).xlsx ; 5000 hollis emis.png,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,California,Suisun Bay,-,no,no,31594.0,82,0,78,80,68,83,75,82,70,83,0,56,0,37,6,69,65,66,76,64,69,53,76,0,39,0,"More than 10,000","More than 5,000",1608.47,2573.56,0.014,0.023,0.03,3.22,2091.01,not a hyperscaler,
California,223,Narimes,"475 Ellis St, Mountain View CA 94043",Mountain View,CA,94043,Santa Clara,California,37.39933295,-122.0519661,1999,1999,,New,,Google LLC,Google,in the name itself,,,Caterpillar,,,,0.017,0.535,0.112,0,0.029,0.029,0.029,,8612 HP,6422,1927,3211,"3,853",not a hyperscaler,small-scale,not a hyperscaler,not a hyperscaler,four emergency generators rated at 2153 each,rows 7330-7333,,ICE Data 3-5-2024 (list of all backup generators from Bay ARea AQMD).xlsx ; 475 ellis emis.png,Low - Medium (10-20%),-,-,-,-,-,-,-,-,-,California,Coyote,-,no,no,14989.0,82,63,72,67,30,81,47,86,30,83,0,85,0,33,22,53,34,36,67,36,79,20,76,0,80,0,"More than 10,000","More than 5,000",1605.49,2568.78,0.014,0.023,0.03,3.21,2087.14,not a hyperscaler,
